Train on 60000 samples, validate on 10000 samples
48896/60000 [=======================>......] - ETA: 4s - loss: 0.1190
49024/60000 [=======================>......] - ETA: 4s - loss: 0.1190
49152/60000 [=======================>......] - ETA: 4s - loss: 0.1190
49280/60000 [=======================>......] - ETA: 4s - loss: 0.1191
49408/60000 [=======================>......] - ETA: 4s - loss: 0.1191
49536/60000 [=======================>......] - ETA: 4s - loss: 0.1191
49664/60000 [=======================>......] - ETA: 4s - loss: 0.1191
49792/60000 [=======================>......] - ETA: 4s - loss: 0.1191
49920/60000 [=======================>......] - ETA: 4s - loss: 0.1191
50048/60000 [========================>.....] - ETA: 4s - loss: 0.1190
50176/60000 [========================>.....] - ETA: 4s - loss: 0.1190
50304/60000 [========================>.....] - ETA: 4s - loss: 0.1190
50432/60000 [========================>.....] - ETA: 4s - loss: 0.1190
50560/60000 [========================>.....] - ETA: 3s - loss: 0.1190
50688/60000 [========================>.....] - ETA: 3s - loss: 0.1191
50816/60000 [========================>.....] - ETA: 3s - loss: 0.1191
50944/60000 [========================>.....] - ETA: 3s - loss: 0.1191
51072/60000 [========================>.....] - ETA: 3s - loss: 0.1191
51200/60000 [========================>.....] - ETA: 3s - loss: 0.1191
51328/60000 [========================>.....] - ETA: 3s - loss: 0.1191
51456/60000 [========================>.....] - ETA: 3s - loss: 0.1191
51584/60000 [========================>.....] - ETA: 3s - loss: 0.1191
51712/60000 [========================>.....] - ETA: 3s - loss: 0.1191
51840/60000 [========================>.....] - ETA: 3s - loss: 0.1191
51968/60000 [========================>.....] - ETA: 3s - loss: 0.1191
52096/60000 [=========================>....] - ETA: 3s - loss: 0.1191
52224/60000 [=========================>....] - ETA: 3s - loss: 0.1191
52352/60000 [=========================>....] - ETA: 3s - loss: 0.1191
52480/60000 [=========================>....] - ETA: 3s - loss: 0.1191
52608/60000 [=========================>....] - ETA: 3s - loss: 0.1191
52736/60000 [=========================>....] - ETA: 3s - loss: 0.1190
52864/60000 [=========================>....] - ETA: 3s - loss: 0.1191
52992/60000 [=========================>....] - ETA: 2s - loss: 0.1191
53120/60000 [=========================>....] - ETA: 2s - loss: 0.1191
53248/60000 [=========================>....] - ETA: 2s - loss: 0.1191
53376/60000 [=========================>....] - ETA: 2s - loss: 0.1191
53504/60000 [=========================>....] - ETA: 2s - loss: 0.1191
53632/60000 [=========================>....] - ETA: 2s - loss: 0.1191
53760/60000 [=========================>....] - ETA: 2s - loss: 0.1190
53888/60000 [=========================>....] - ETA: 2s - loss: 0.1190
54016/60000 [==========================>...] - ETA: 2s - loss: 0.1190
54144/60000 [==========================>...] - ETA: 2s - loss: 0.1190
54272/60000 [==========================>...] - ETA: 2s - loss: 0.1190
54400/60000 [==========================>...] - ETA: 2s - loss: 0.1190
54528/60000 [==========================>...] - ETA: 2s - loss: 0.1190
54656/60000 [==========================>...] - ETA: 2s - loss: 0.1190
54784/60000 [==========================>...] - ETA: 2s - loss: 0.1190
54912/60000 [==========================>...] - ETA: 2s - loss: 0.1190
55040/60000 [==========================>...] - ETA: 2s - loss: 0.1190
55168/60000 [==========================>...] - ETA: 2s - loss: 0.1190
55296/60000 [==========================>...] - ETA: 1s - loss: 0.1190
55424/60000 [==========================>...] - ETA: 1s - loss: 0.1190
55552/60000 [==========================>...] - ETA: 1s - loss: 0.1190
55680/60000 [==========================>...] - ETA: 1s - loss: 0.1190
55808/60000 [==========================>...] - ETA: 1s - loss: 0.1190
55936/60000 [==========================>...] - ETA: 1s - loss: 0.1190
56064/60000 [===========================>..] - ETA: 1s - loss: 0.1190
56192/60000 [===========================>..] - ETA: 1s - loss: 0.1190
56320/60000 [===========================>..] - ETA: 1s - loss: 0.1190
56448/60000 [===========================>..] - ETA: 1s - loss: 0.1190
56576/60000 [===========================>..] - ETA: 1s - loss: 0.1190
56704/60000 [===========================>..] - ETA: 1s - loss: 0.1190
56832/60000 [===========================>..] - ETA: 1s - loss: 0.1190
56960/60000 [===========================>..] - ETA: 1s - loss: 0.1190
57088/60000 [===========================>..] - ETA: 1s - loss: 0.1190
57216/60000 [===========================>..] - ETA: 1s - loss: 0.1190
57344/60000 [===========================>..] - ETA: 1s - loss: 0.1190
57472/60000 [===========================>..] - ETA: 1s - loss: 0.1190
57600/60000 [===========================>..] - ETA: 1s - loss: 0.1190
57728/60000 [===========================>..] - ETA: 0s - loss: 0.1190
57856/60000 [===========================>..] - ETA: 0s - loss: 0.1190
57984/60000 [===========================>..] - ETA: 0s - loss: 0.1190
58112/60000 [============================>.] - ETA: 0s - loss: 0.1190
58240/60000 [============================>.] - ETA: 0s - loss: 0.1190
58368/60000 [============================>.] - ETA: 0s - loss: 0.1190
58496/60000 [============================>.] - ETA: 0s - loss: 0.1190
58624/60000 [============================>.] - ETA: 0s - loss: 0.1190
58752/60000 [============================>.] - ETA: 0s - loss: 0.1190
58880/60000 [============================>.] - ETA: 0s - loss: 0.1190
59008/60000 [============================>.] - ETA: 0s - loss: 0.1190
59136/60000 [============================>.] - ETA: 0s - loss: 0.1190
59264/60000 [============================>.] - ETA: 0s - loss: 0.1190
59392/60000 [============================>.] - ETA: 0s - loss: 0.1190
59520/60000 [============================>.] - ETA: 0s - loss: 0.1190
59648/60000 [============================>.] - ETA: 0s - loss: 0.1190
59776/60000 [============================>.] - ETA: 0s - loss: 0.1190
59904/60000 [============================>.] - ETA: 0s - loss: 0.1190
60000/60000 [==============================] - 26s 440us/step - loss: 0.1190 - val_loss: 0.1180
Epoch 9/50

  128/60000 [..............................] - ETA: 47s - loss: 0.1211
  256/60000 [..............................] - ETA: 36s - loss: 0.1193
  384/60000 [..............................] - ETA: 32s - loss: 0.1207
  512/60000 [..............................] - ETA: 30s - loss: 0.1197
  640/60000 [..............................] - ETA: 29s - loss: 0.1202
  768/60000 [..............................] - ETA: 28s - loss: 0.1211
  896/60000 [..............................] - ETA: 28s - loss: 0.1207
 1024/60000 [..............................] - ETA: 27s - loss: 0.1200
 1152/60000 [..............................] - ETA: 27s - loss: 0.1193
 1280/60000 [..............................] - ETA: 27s - loss: 0.1191
 1408/60000 [..............................] - ETA: 27s - loss: 0.1190
 1536/60000 [..............................] - ETA: 26s - loss: 0.1193
 1664/60000 [..............................] - ETA: 26s - loss: 0.1195
 1792/60000 [..............................] - ETA: 26s - loss: 0.1197
 1920/60000 [..............................] - ETA: 25s - loss: 0.1201
 2048/60000 [>.............................] - ETA: 25s - loss: 0.1197
 2176/60000 [>.............................] - ETA: 25s - loss: 0.1193
 2304/60000 [>.............................] - ETA: 25s - loss: 0.1189
 2432/60000 [>.............................] - ETA: 25s - loss: 0.1189
 2560/60000 [>.............................] - ETA: 25s - loss: 0.1188
 2688/60000 [>.............................] - ETA: 25s - loss: 0.1189
 2816/60000 [>.............................] - ETA: 24s - loss: 0.1189
 2944/60000 [>.............................] - ETA: 24s - loss: 0.1187
 3072/60000 [>.............................] - ETA: 24s - loss: 0.1190
 3200/60000 [>.............................] - ETA: 24s - loss: 0.1191
 3328/60000 [>.............................] - ETA: 24s - loss: 0.1189
 3456/60000 [>.............................] - ETA: 24s - loss: 0.1188
 3584/60000 [>.............................] - ETA: 24s - loss: 0.1186
 3712/60000 [>.............................] - ETA: 24s - loss: 0.1183
 3840/60000 [>.............................] - ETA: 24s - loss: 0.1181
 3968/60000 [>.............................] - ETA: 24s - loss: 0.1180
 4096/60000 [=>............................] - ETA: 24s - loss: 0.1178
 4224/60000 [=>............................] - ETA: 24s - loss: 0.1177
 4352/60000 [=>............................] - ETA: 24s - loss: 0.1178
 4480/60000 [=>............................] - ETA: 24s - loss: 0.1179
 4608/60000 [=>............................] - ETA: 23s - loss: 0.1179
 4736/60000 [=>............................] - ETA: 23s - loss: 0.1182
 4864/60000 [=>............................] - ETA: 23s - loss: 0.1181
 4992/60000 [=>............................] - ETA: 23s - loss: 0.1180
 5120/60000 [=>............................] - ETA: 23s - loss: 0.1179
 5248/60000 [=>............................] - ETA: 23s - loss: 0.1178
 5376/60000 [=>............................] - ETA: 23s - loss: 0.1178
 5504/60000 [=>............................] - ETA: 23s - loss: 0.1178
 5632/60000 [=>............................] - ETA: 23s - loss: 0.1177
 5760/60000 [=>............................] - ETA: 23s - loss: 0.1177
 5888/60000 [=>............................] - ETA: 23s - loss: 0.1177
 6016/60000 [==>...........................] - ETA: 23s - loss: 0.1176
 6144/60000 [==>...........................] - ETA: 22s - loss: 0.1176
 6272/60000 [==>...........................] - ETA: 22s - loss: 0.1175
 6400/60000 [==>...........................] - ETA: 22s - loss: 0.1175
 6528/60000 [==>...........................] - ETA: 22s - loss: 0.1176
 6656/60000 [==>...........................] - ETA: 22s - loss: 0.1177
 6784/60000 [==>...........................] - ETA: 22s - loss: 0.1178
 6912/60000 [==>...........................] - ETA: 22s - loss: 0.1178
 7040/60000 [==>...........................] - ETA: 22s - loss: 0.1179
 7168/60000 [==>...........................] - ETA: 22s - loss: 0.1180
 7296/60000 [==>...........................] - ETA: 22s - loss: 0.1180
 7424/60000 [==>...........................] - ETA: 22s - loss: 0.1179
 7552/60000 [==>...........................] - ETA: 22s - loss: 0.1179
 7680/60000 [==>...........................] - ETA: 22s - loss: 0.1178
 7808/60000 [==>...........................] - ETA: 22s - loss: 0.1178
 7936/60000 [==>...........................] - ETA: 22s - loss: 0.1178
 8064/60000 [===>..........................] - ETA: 22s - loss: 0.1179
 8192/60000 [===>..........................] - ETA: 22s - loss: 0.1178
 8320/60000 [===>..........................] - ETA: 22s - loss: 0.1178
 8448/60000 [===>..........................] - ETA: 22s - loss: 0.1178
 8576/60000 [===>..........................] - ETA: 21s - loss: 0.1178
 8704/60000 [===>..........................] - ETA: 21s - loss: 0.1178
 8832/60000 [===>..........................] - ETA: 21s - loss: 0.1178
 8960/60000 [===>..........................] - ETA: 21s - loss: 0.1179
 9088/60000 [===>..........................] - ETA: 21s - loss: 0.1178
 9216/60000 [===>..........................] - ETA: 21s - loss: 0.1177
 9344/60000 [===>..........................] - ETA: 21s - loss: 0.1177
 9472/60000 [===>..........................] - ETA: 21s - loss: 0.1176
 9600/60000 [===>..........................] - ETA: 21s - loss: 0.1176
 9728/60000 [===>..........................] - ETA: 21s - loss: 0.1176
 9856/60000 [===>..........................] - ETA: 21s - loss: 0.1176
 9984/60000 [===>..........................] - ETA: 21s - loss: 0.1176
10112/60000 [====>.........................] - ETA: 21s - loss: 0.1175
10240/60000 [====>.........................] - ETA: 21s - loss: 0.1175
10368/60000 [====>.........................] - ETA: 21s - loss: 0.1175
10496/60000 [====>.........................] - ETA: 21s - loss: 0.1175
10624/60000 [====>.........................] - ETA: 21s - loss: 0.1175
10752/60000 [====>.........................] - ETA: 21s - loss: 0.1175
10880/60000 [====>.........................] - ETA: 20s - loss: 0.1176
11008/60000 [====>.........................] - ETA: 20s - loss: 0.1176
11136/60000 [====>.........................] - ETA: 20s - loss: 0.1176
11264/60000 [====>.........................] - ETA: 20s - loss: 0.1176
11392/60000 [====>.........................] - ETA: 20s - loss: 0.1176
11520/60000 [====>.........................] - ETA: 20s - loss: 0.1176
11648/60000 [====>.........................] - ETA: 20s - loss: 0.1176
11776/60000 [====>.........................] - ETA: 20s - loss: 0.1176
11904/60000 [====>.........................] - ETA: 20s - loss: 0.1175
12032/60000 [=====>........................] - ETA: 20s - loss: 0.1176
12160/60000 [=====>........................] - ETA: 20s - loss: 0.1176
12288/60000 [=====>........................] - ETA: 20s - loss: 0.1176
12416/60000 [=====>........................] - ETA: 20s - loss: 0.1175
